Date,Insect Repellent,Carrots,Cheese,Dustpan,Hair Gel,Toothbrush,Toothpaste,Pasta,Milk,Water,BBQ Sauce,Chicken,Orange,Trash Cans,Deodorant,Honey,Soap,Extension Cords,Potatoes,Mustard,Bath Towels,Paper Towels,Syrup,Tuna,Cereal,Onions,Rice,Banana,Air Freshener,Mop,Tissues,Mayonnaise,Chips,Tea,Eggs,Laundry Detergent,Yogurt,Spinach,Shampoo,Salmon,Razors,Pancake Mix,Olive Oil,Ironing Board,Hand Sanitizer,Dish Soap,Bread,Cleaning Spray,Sponges,Toilet Paper,Iron,Lawn Mower,Shaving Cream,Cleaning Rags,Garden Hose,Shrimp,Power Strips,Pickles,Tomatoes,Vinegar,Dishware,Ketchup,Broom,Peanut Butter,Trash Bags,Ice Cream,Beef,Shower Gel,Cereal Bars,Feminine Hygiene Products,Diapers,Canned Soup,Jam,Butter,Apple,Baby Wipes,Light Bulbs,Soda,Plant Fertilizer,Coffee,Vacuum Cleaner
2023-07-19,19,14,17,28,23,18,36,15,15,24,21,27,23,29,25,26,18,27,23,24,29,22,24,11,22,26,20,16,18,25,20,26,30,16,13,21,18,23,21,25,18,21,16,25,18,27,18,20,17,25,24,19,30,18,20,20,23,18,26,18,16,22,30,29,28,25,22,15,21,18,24,25,21,26,20,26,20,14,17,25,23
2023-07-20,21,28,27,34,25,25,38,20,16,19,17,20,22,19,19,29,24,19,29,18,22,20,21,19,26,36,30,19,17,28,17,26,32,26,28,24,15,19,20,14,25,20,23,31,19,24,24,17,31,20,24,23,22,23,21,22,22,29,25,28,36,21,17,13,16,28,23,30,19,19,27,23,25,22,29,26,14,23,24,19,22
2023-07-21,28,23,17,21,27,20,41,28,20,22,20,23,27,29,18,21,23,21,23,26,21,29,24,28,14,22,39,29,37,20,22,27,23,22,26,27,27,23,19,33,17,26,14,17,29,19,26,23,22,22,21,13,19,26,17,24,28,27,26,22,25,26,18,28,21,19,31,26,19,28,19,26,21,20,30,25,23,20,17,16,23
2023-07-22,19,25,19,25,23,22,65,16,15,24,22,15,19,24,26,28,21,10,26,22,30,16,28,19,18,23,32,25,21,29,17,13,19,17,20,19,18,16,19,26,22,21,23,25,24,16,26,25,23,24,24,22,19,24,18,17,13,20,34,18,22,22,29,21,20,16,26,27,21,20,22,31,26,17,24,20,17,21,23,28,24
2023-07-23,24,19,22,28,24,18,43,24,26,20,28,20,24,23,32,21,24,23,23,26,22,22,15,23,24,26,17,29,25,24,20,24,17,21,30,14,28,20,16,19,13,20,19,19,21,21,19,21,21,13,19,19,24,26,22,16,22,31,22,18,19,26,22,24,19,28,20,14,36,23,26,20,24,10,20,23,16,21,30,22,25
2023-07-24,19,19,26,23,24,29,55,18,23,28,33,24,26,13,23,30,31,20,32,14,28,18,18,30,22,15,19,29,23,22,33,22,18,31,12,28,22,25,22,24,31,23,28,17,28,19,29,23,21,36,23,19,19,19,25,24,25,17,15,19,29,16,22,28,31,21,29,23,19,26,27,24,23,26,23,21,20,19,23,22,17
2023-07-25,27,18,29,28,23,14,44,20,21,21,21,32,22,29,23,15,30,26,22,18,40,29,12,27,25,23,22,24,30,23,27,20,17,14,28,17,32,18,19,21,31,21,22,23,17,29,21,23,24,23,18,23,27,22,21,18,24,19,25,24,28,23,24,26,28,20,13,22,21,28,22,31,29,24,20,18,25,26,18,26,23
2023-07-26,24,18,23,23,25,17,58,27,25,26,25,19,26,32,21,22,20,21,15,27,23,23,35,20,31,26,23,28,24,16,33,21,20,11,26,27,19,22,19,26,23,21,20,29,23,31,18,17,21,19,21,26,26,26,17,24,21,30,31,30,24,26,21,24,21,19,23,16,29,29,16,33,30,20,21,23,20,28,25,21,23
2023-07-27,22,19,26,26,37,22,52,20,30,28,24,27,36,31,21,17,29,22,22,22,28,20,25,22,23,25,29,22,25,23,18,25,17,25,24,23,32,34,18,18,23,36,29,23,20,22,23,21,22,18,23,31,20,33,16,17,21,25,31,29,21,19,29,30,22,27,30,41,23,20,28,29,32,27,32,18,34,37,27,27,22
2023-07-28,24,32,17,31,26,26,61,23,28,21,24,32,20,28,17,30,25,25,24,29,24,31,17,23,23,29,24,20,27,25,15,25,22,24,25,20,27,25,28,15,31,28,32,34,27,23,16,27,23,22,30,22,27,22,24,24,28,30,21,20,17,20,23,26,18,24,19,25,19,19,16,27,19,25,23,20,26,23,24,23,22
2023-07-29,22,27,24,33,26,15,46,17,20,22,21,30,26,14,27,26,30,27,29,20,26,21,13,30,22,24,21,20,23,23,20,23,16,29,24,31,35,29,26,17,26,26,29,22,17,19,32,31,25,17,19,33,26,28,25,27,28,24,27,25,28,27,21,26,24,19,31,28,20,22,28,30,12,30,31,16,28,18,21,33,21
2023-07-30,19,15,16,21,28,22,35,23,21,29,24,26,15,20,26,23,29,26,28,24,20,22,17,23,13,20,22,30,29,29,30,29,24,21,29,20,25,19,25,21,27,15,21,25,13,27,19,15,22,20,27,20,22,19,25,16,17,16,30,23,31,19,21,24,20,21,24,23,24,17,21,16,21,20,20,19,22,21,22,25,26
2023-07-31,25,29,20,30,26,22,54,23,26,21,21,26,28,24,18,29,19,19,30,28,17,21,24,26,19,23,14,17,27,20,15,27,26,22,26,20,24,23,24,27,19,27,24,22,25,25,21,23,21,21,27,18,26,27,22,21,19,13,20,25,28,27,22,20,28,29,22,27,29,27,24,17,22,28,18,21,18,24,19,29,25
2023-08-01,22,31,28,22,22,23,43,22,22,21,19,24,30,22,21,19,19,18,20,24,20,17,27,22,16,21,21,24,26,33,15,17,19,26,32,26,17,26,24,23,28,16,25,18,20,27,24,22,24,23,23,28,23,22,16,23,17,22,22,27,23,17,20,30,26,19,22,26,23,22,21,20,26,28,18,33,22,23,21,23,23
2023-08-02,25,26,17,23,19,34,44,24,28,27,24,22,30,12,21,20,22,28,28,22,26,20,23,24,22,22,27,20,20,31,21,17,24,21,33,30,23,19,26,25,16,28,21,12,29,19,20,19,14,26,21,30,23,31,19,25,27,22,24,25,18,22,24,21,30,30,24,26,26,27,15,19,27,18,30,28,33,32,22,13,25
2023-08-03,26,22,22,18,29,21,39,25,29,22,36,24,21,20,21,27,26,24,33,23,21,27,19,29,24,30,32,26,29,27,17,19,30,29,20,28,27,19,26,21,26,26,27,22,31,28,23,24,21,18,25,15,15,23,23,33,15,27,23,29,29,17,19,25,21,19,19,20,24,22,32,18,20,28,24,18,28,24,16,18,18
2023-08-04,24,27,12,16,28,27,50,15,22,25,26,24,24,25,20,22,19,26,20,26,24,19,19,27,19,20,20,26,17,20,22,22,24,20,24,22,20,22,14,29,33,19,30,24,16,20,21,36,15,24,24,26,27,23,36,26,22,26,27,22,19,17,18,22,15,17,20,25,26,21,28,17,22,22,29,27,25,16,17,27,19
2023-08-05,24,26,29,24,22,17,52,23,21,19,27,24,19,25,33,29,22,21,19,17,22,22,30,24,26,25,30,18,29,24,27,20,27,19,22,19,31,24,23,22,40,23,18,17,25,24,15,25,27,30,29,22,24,25,30,20,26,19,28,18,29,23,22,19,22,32,20,25,26,26,24,21,26,26,21,41,22,31,24,27,26
2023-08-06,18,24,24,29,22,18,42,28,22,25,21,31,28,31,16,13,20,29,25,24,33,25,29,13,22,33,20,17,20,27,20,20,19,17,22,25,30,18,25,25,17,27,23,23,19,24,16,23,24,25,25,18,25,12,22,20,34,20,23,19,26,22,18,17,24,11,21,23,24,16,24,22,22,22,15,24,14,17,18,19,19
2023-08-07,26,22,29,25,22,26,50,12,29,24,20,25,16,19,26,23,20,16,22,28,20,18,33,23,17,23,21,29,17,22,33,22,28,38,22,29,24,27,24,20,25,22,31,26,20,23,18,25,25,28,28,34,31,23,33,26,24,24,29,25,24,27,18,25,36,17,26,27,30,22,23,25,24,24,20,27,29,16,18,21,17
2023-08-08,21,18,19,24,14,19,31,15,16,14,17,16,22,19,26,25,25,19,29,19,13,13,23,15,17,31,18,17,11,17,24,26,33,19,31,23,19,21,18,28,19,24,21,14,13,14,20,21,24,16,17,19,16,26,21,22,16,25,13,18,20,20,23,19,21,12,22,20,22,20,21,16,18,17,15,21,15,14,24,19,21
2023-08-09,22,10,27,21,20,20,40,30,15,29,19,22,28,19,19,22,24,28,22,26,20,17,19,21,23,20,19,25,25,37,29,27,15,27,16,22,21,19,24,19,11,21,31,22,17,22,23,19,17,13,22,24,22,23,28,27,17,23,21,29,13,22,26,16,23,15,23,27,23,18,21,27,25,17,21,24,26,16,16,20,23
2023-08-10,30,22,22,26,25,22,39,28,21,36,26,26,28,35,24,23,11,27,27,27,27,20,22,35,20,34,25,28,33,25,21,23,23,27,29,25,23,19,25,26,29,35,18,20,18,22,30,23,12,17,18,20,19,31,29,21,18,16,19,28,29,19,23,24,27,22,23,26,25,30,20,22,25,15,30,30,21,25,24,19,22
2023-08-11,24,33,16,32,31,28,51,19,24,29,25,34,22,26,27,16,19,19,34,30,23,28,19,23,26,20,24,24,25,23,23,26,24,21,24,20,13,35,19,20,21,25,31,21,18,26,20,27,28,22,17,18,25,19,18,22,37,25,27,32,31,22,20,29,24,30,20,23,22,33,28,19,28,23,27,24,26,29,22,23,22
2023-08-12,26,28,23,22,29,28,46,21,23,23,18,25,28,19,26,25,15,20,21,15,21,14,18,19,16,24,19,20,17,17,27,31,27,27,16,17,25,26,25,26,20,20,27,26,14,22,22,15,39,24,27,21,24,21,25,26,24,20,30,17,21,27,24,27,36,21,23,23,34,23,28,24,27,26,25,24,23,25,27,28,28
2023-08-13,19,20,27,26,21,24,35,19,14,17,15,21,18,15,20,21,20,23,12,21,17,18,23,17,25,32,19,19,22,21,18,21,32,26,14,18,11,20,20,15,26,26,16,21,18,8,13,18,18,28,36,9,17,22,21,30,30,20,18,28,24,24,27,26,19,25,17,23,27,21,21,10,21,14,23,27,17,9,21,23,14
2023-08-14,23,24,24,22,26,26,55,30,24,27,21,24,27,23,25,21,28,31,29,35,32,24,19,32,17,22,24,19,28,25,26,22,27,15,29,26,21,25,27,19,26,20,19,17,18,21,23,26,18,17,20,27,30,25,24,23,17,20,28,20,25,21,29,21,28,26,19,27,18,22,33,20,25,27,22,16,29,24,21,28,25
2023-08-15,22,17,24,17,13,23,43,24,22,28,23,23,24,17,33,26,23,22,24,13,35,28,24,19,23,26,26,18,17,20,25,25,18,25,20,26,22,24,36,18,17,20,35,17,19,25,26,24,14,19,24,17,27,25,14,17,24,23,31,20,21,16,22,24,23,26,18,11,23,23,22,19,24,26,21,28,19,20,19,27,21
2023-08-16,27,22,25,27,21,23,46,20,21,20,21,20,26,30,16,23,21,34,18,18,23,20,24,19,11,21,23,28,23,22,30,25,33,22,20,21,21,19,22,31,18,20,30,21,22,28,22,21,24,23,19,20,23,26,27,23,21,15,24,17,22,19,17,31,31,28,19,17,26,31,29,16,26,23,23,22,27,16,18,22,22
2023-08-17,19,23,24,21,40,39,49,19,21,19,33,25,22,24,19,28,21,30,24,31,21,27,21,31,24,22,23,22,26,19,25,23,20,23,17,27,29,21,19,25,15,21,22,18,28,22,17,17,27,28,23,29,21,25,21,25,33,30,19,18,21,20,26,29,27,29,27,21,23,26,19,22,22,15,26,22,28,19,23,21,21
2023-08-18,26,19,24,19,17,21,47,18,23,13,20,23,20,26,20,24,11,21,23,17,16,19,18,25,23,14,20,15,23,16,18,17,19,21,26,17,16,31,21,27,23,23,25,25,20,26,20,23,20,22,19,23,15,27,23,18,21,21,20,19,17,23,14,14,24,28,21,16,32,24,23,19,22,21,17,23,18,16,29,25,10
2023-08-19,24,24,20,35,15,21,53,24,25,31,28,23,26,14,25,29,24,16,20,31,30,22,14,25,23,21,30,24,22,22,33,19,25,18,10,14,19,30,21,33,18,26,22,24,23,23,21,25,13,25,25,20,26,20,18,31,30,30,17,19,22,18,23,18,27,32,26,24,18,27,21,27,21,24,18,25,19,27,18,22,30
2023-08-20,23,21,20,16,23,16,42,22,24,15,22,22,26,21,20,22,22,22,26,20,19,26,25,28,15,24,17,16,15,17,32,19,31,21,19,27,24,21,28,17,18,23,20,21,25,23,17,31,28,21,28,22,26,24,17,26,26,24,25,31,28,21,18,22,16,22,20,19,16,22,16,23,21,13,26,29,17,17,18,20,27
2023-08-21,28,23,23,20,23,16,48,27,26,25,17,19,21,33,25,24,30,20,22,27,23,32,21,30,21,25,20,17,23,23,25,19,20,18,13,30,29,23,22,16,14,24,22,18,26,20,27,24,22,18,20,21,26,16,19,30,30,25,25,21,24,26,20,22,26,26,16,22,20,20,23,18,18,25,24,26,21,22,21,27,24
2023-08-22,17,19,17,19,23,22,43,28,21,21,11,25,18,31,25,15,19,13,26,18,14,28,14,17,22,26,23,21,22,26,26,23,19,36,19,23,16,15,18,23,23,14,23,15,30,20,18,16,25,19,21,26,16,24,28,19,21,24,16,25,21,24,21,20,19,22,21,16,13,25,17,20,19,24,21,13,18,11,21,15,20
2023-08-23,24,21,20,32,20,17,31,23,24,22,20,24,22,22,20,25,20,23,17,15,16,18,27,27,21,20,26,20,21,17,28,18,28,26,19,17,22,18,18,29,27,18,19,30,24,27,29,26,25,21,15,19,26,21,24,20,28,17,25,15,24,22,25,25,22,18,22,25,25,21,9,19,21,12,26,17,22,15,20,24,21
2023-08-24,23,20,22,13,19,21,50,26,25,14,20,27,22,18,22,24,20,18,24,21,23,23,15,20,22,15,23,17,18,12,24,18,18,24,33,25,19,23,30,23,19,21,18,23,25,22,28,23,20,18,25,26,27,28,25,20,27,15,26,21,27,16,26,15,25,19,24,24,18,14,19,27,12,18,15,21,18,22,14,27,20
2023-08-25,27,32,15,24,17,23,38,21,22,22,23,21,22,24,20,18,25,34,14,16,19,17,17,25,16,25,19,16,29,22,23,20,23,30,25,26,22,14,20,21,23,21,16,19,19,30,17,21,22,18,26,29,24,20,20,16,19,22,22,20,21,21,14,25,20,19,21,28,20,24,27,18,24,21,25,18,28,19,33,19,30
2023-08-26,27,26,19,19,21,19,49,23,24,30,22,20,21,30,32,26,26,22,29,23,26,27,20,27,32,35,14,33,18,18,27,27,20,19,22,15,24,34,20,21,25,27,20,19,24,28,23,30,24,31,22,27,22,27,24,32,17,19,20,22,24,24,28,18,17,32,22,22,28,24,22,23,26,24,14,29,31,28,24,34,23
2023-08-27,30,26,29,25,16,20,45,17,27,22,25,30,25,26,28,24,21,16,35,21,25,26,25,23,26,22,10,28,24,19,25,21,22,23,28,27,19,37,28,24,31,29,18,25,24,22,25,15,19,25,16,22,13,28,27,25,20,29,18,18,24,14,27,27,23,31,22,24,23,23,26,15,21,22,29,27,19,30,31,17,25
2023-08-28,24,27,17,21,29,24,51,16,22,22,25,19,35,25,23,25,24,23,31,16,20,19,20,14,27,34,28,27,21,16,19,26,17,25,21,31,25,23,28,22,28,21,23,30,23,19,21,24,33,19,22,24,15,25,20,22,26,24,22,25,21,27,22,23,22,12,21,18,20,21,38,23,25,28,19,18,26,25,21,22,20
2023-08-29,19,24,22,32,22,20,49,23,27,23,24,21,24,21,34,31,27,36,19,20,21,19,29,25,20,21,22,22,21,15,23,24,23,17,22,26,25,26,22,28,22,31,30,30,17,21,21,33,22,28,27,29,23,32,17,26,19,20,31,22,22,21,21,31,23,28,24,26,22,17,26,29,26,24,26,25,26,20,22,24,16
2023-08-30,28,17,21,24,28,22,43,25,22,25,22,26,22,28,20,31,16,12,23,17,24,24,15,32,17,27,18,20,24,27,20,19,17,21,15,17,18,20,24,19,25,27,20,23,30,17,21,23,21,27,19,25,23,23,26,33,24,28,25,30,19,23,24,17,20,26,21,31,15,25,20,22,21,14,20,18,28,25,16,22,27
2023-08-31,30,17,26,20,14,23,44,23,15,25,31,18,25,17,25,18,24,33,30,29,34,22,19,26,26,22,25,32,29,26,18,24,20,23,21,22,21,23,22,16,18,23,21,23,22,15,29,24,15,24,18,21,19,25,31,26,25,23,26,23,29,20,24,23,20,24,24,22,23,29,18,33,18,20,24,18,13,15,12,21,29
2023-09-01,20,20,24,22,21,24,56,25,24,21,17,25,21,14,10,21,27,16,14,27,17,15,21,35,29,18,18,28,28,30,19,26,25,28,14,18,20,30,17,19,19,25,29,26,27,25,26,25,24,18,19,18,22,15,24,21,24,33,28,16,21,23,22,22,19,30,24,22,18,22,28,28,25,24,27,24,25,27,22,27,20
2023-09-02,31,22,22,20,15,18,58,24,19,21,22,18,22,22,23,18,21,15,16,26,21,20,22,24,34,14,15,30,22,22,18,29,28,21,23,17,24,21,18,31,24,26,25,22,24,20,15,18,28,17,16,26,16,15,20,21,27,20,25,21,14,17,26,20,19,24,20,19,16,19,27,26,32,17,22,26,24,24,24,22,21
2023-09-03,29,18,23,16,26,14,39,25,20,16,19,20,15,15,19,17,13,18,27,23,33,15,19,19,16,23,19,26,21,26,16,29,20,11,20,21,24,27,18,22,19,22,13,17,18,15,21,24,24,12,18,25,11,18,26,31,25,21,30,16,21,18,27,28,24,19,23,17,21,15,15,33,22,16,22,16,16,20,23,17,31
2023-09-04,18,26,25,34,25,14,51,29,22,29,19,23,35,22,24,29,26,35,23,19,27,23,22,24,26,29,19,30,20,18,24,18,23,23,27,16,26,27,19,29,19,20,21,27,26,24,26,22,29,26,34,25,20,22,21,19,24,19,22,15,13,25,26,18,14,24,23,30,14,27,11,23,17,28,21,26,21,18,27,25,20
2023-09-05,20,19,25,26,24,26,43,22,21,21,23,35,23,15,17,31,22,22,22,17,21,29,24,25,21,28,24,22,18,19,18,28,17,17,24,14,20,15,17,23,20,15,26,22,26,16,24,17,24,17,23,30,23,20,24,21,23,16,19,22,18,23,22,20,16,11,27,28,27,20,28,23,18,19,16,21,18,28,25,27,20
2023-09-06,26,22,20,23,27,26,49,24,22,22,20,18,24,20,27,20,24,29,24,20,18,29,23,21,21,21,18,22,24,18,25,14,19,24,18,27,26,18,23,26,23,26,17,23,13,23,18,24,15,27,24,23,31,21,26,26,15,25,18,24,23,26,26,25,26,28,22,17,20,27,20,27,16,37,20,24,23,24,27,31,27
2023-09-07,22,21,24,24,18,22,55,22,31,20,37,27,28,20,23,23,19,26,22,28,15,27,23,24,25,22,23,27,27,30,24,19,26,21,25,26,27,31,27,22,25,23,22,27,25,25,23,21,27,17,29,25,30,15,32,22,26,23,22,25,32,23,28,20,23,24,15,16,26,28,18,33,26,16,18,15,27,20,26,28,25
2023-09-08,29,29,24,28,20,22,59,16,21,22,24,19,16,24,19,17,22,24,19,27,19,17,25,17,23,21,26,20,15,22,23,22,19,20,29,21,19,15,21,20,28,12,25,22,19,28,21,23,24,14,17,22,30,20,23,18,20,18,18,23,10,20,27,37,23,26,25,22,17,21,21,18,25,16,20,17,23,27,22,30,24
2023-09-09,22,22,22,25,19,21,50,21,14,25,18,32,18,26,16,22,20,26,23,22,17,23,19,26,30,15,22,15,22,18,24,30,22,21,27,23,23,25,19,28,18,14,14,27,21,24,19,26,14,25,17,24,18,26,25,20,23,25,30,23,28,23,20,16,17,20,15,18,25,15,21,22,23,22,29,20,12,21,28,12,21
2023-09-10,37,21,24,21,28,29,42,17,25,17,34,26,24,26,34,27,20,27,26,25,17,18,26,19,24,26,17,18,22,33,20,18,21,23,23,14,17,20,18,21,17,26,20,28,19,20,27,10,17,20,21,22,22,29,23,20,18,29,26,27,23,23,20,33,28,24,25,29,19,24,26,14,25,14,23,24,23,24,24,22,20
2023-09-11,21,27,18,22,16,23,67,19,22,22,22,21,22,26,15,17,29,19,30,19,16,15,22,24,27,20,22,21,17,17,15,22,26,26,20,22,30,22,21,20,22,16,30,20,35,21,29,19,22,22,27,25,21,21,28,27,32,23,23,26,31,20,23,17,22,17,30,24,19,26,26,26,27,21,17,25,18,26,23,18,19
2023-09-12,21,22,18,12,22,20,48,27,24,30,16,18,21,23,24,25,19,26,11,19,24,22,18,20,25,17,19,27,25,23,26,23,21,20,19,29,24,22,22,25,25,25,19,21,22,20,25,28,18,24,19,28,17,18,17,25,18,18,19,23,23,29,23,24,22,21,21,18,15,19,18,20,23,22,20,25,24,23,28,27,28
2023-09-13,33,34,26,31,19,25,46,26,17,22,17,31,17,26,23,13,19,31,18,26,32,18,21,25,26,23,21,22,25,22,20,17,31,23,22,22,27,32,26,24,24,22,25,23,17,21,33,24,18,32,28,23,33,25,19,19,22,17,16,16,34,18,27,31,23,19,28,20,21,21,18,19,27,24,18,25,21,27,28,31,21
2023-09-14,20,23,28,19,25,17,42,20,17,21,25,18,22,16,23,21,15,18,23,26,23,22,19,19,27,16,22,21,31,25,15,14,16,25,22,20,25,22,25,31,28,32,33,25,18,19,29,20,22,23,21,15,25,18,11,33,21,19,22,22,19,18,25,26,26,21,18,24,23,16,25,18,23,22,19,19,18,21,31,18,29
2023-09-15,20,23,24,26,21,19,45,25,16,22,24,22,23,28,23,21,27,24,21,30,26,16,21,22,31,23,18,16,20,18,26,27,27,22,29,23,18,23,24,15,21,23,18,23,24,18,23,21,33,23,24,20,20,19,23,14,17,18,19,20,20,23,26,21,22,23,23,26,28,24,20,21,17,25,22,16,19,22,20,20,16
2023-09-16,17,13,22,24,26,19,49,21,20,25,18,18,23,28,21,20,20,22,26,17,27,18,20,19,18,19,21,21,25,34,18,16,24,20,20,19,20,20,14,31,25,26,26,20,20,30,27,15,18,23,26,18,19,26,25,22,14,20,21,27,22,21,19,26,25,22,24,26,21,25,22,14,30,23,22,20,24,30,16,30,19
2023-09-17,26,19,25,21,20,27,39,19,28,21,23,21,21,25,21,25,29,25,28,25,24,27,25,19,26,23,17,21,19,18,34,16,18,29,19,12,21,26,16,24,22,27,25,25,17,20,29,23,26,20,20,22,19,24,31,23,22,17,25,21,25,20,27,28,31,24,21,31,25,29,24,31,19,26,26,19,20,20,20,27,34
2023-09-18,28,26,29,22,18,28,52,21,22,23,15,27,20,19,19,12,22,25,21,23,23,26,19,19,31,24,15,26,26,23,23,25,23,23,17,24,25,24,29,24,24,19,33,20,20,21,16,19,24,19,25,22,30,17,31,22,25,26,21,17,20,26,18,17,26,14,25,24,20,21,23,25,24,31,18,26,23,22,24,16,27
2023-09-19,23,26,19,25,28,28,38,17,26,21,19,19,25,22,19,21,13,31,28,32,28,25,22,30,15,16,28,19,20,32,28,21,26,16,27,32,29,25,23,22,23,12,19,28,30,21,23,24,25,37,29,23,17,22,20,25,33,30,24,22,24,23,18,14,32,17,22,27,16,29,21,24,29,31,25,16,18,25,31,29,25
2023-09-20,22,17,26,19,21,18,35,22,17,23,22,37,28,25,26,28,23,20,36,20,22,22,25,13,18,20,19,25,18,18,19,24,24,28,27,23,16,20,17,27,21,18,16,24,26,22,28,23,23,28,18,27,20,15,26,23,22,26,11,19,29,29,18,22,25,25,18,15,19,26,17,21,22,23,20,18,27,22,24,18,23
2023-09-21,26,18,22,13,20,29,45,24,23,25,23,31,21,32,24,30,24,16,30,24,21,19,24,29,22,23,15,25,29,26,30,26,22,32,26,25,22,20,27,24,24,29,19,23,25,25,21,20,23,17,29,21,22,26,15,18,24,22,30,28,23,24,25,22,15,16,19,14,20,27,20,18,21,22,22,19,34,19,21,15,16
2023-09-22,27,32,25,26,25,18,52,32,27,22,28,22,31,17,23,26,23,22,21,27,22,28,29,26,23,28,25,32,21,22,18,19,34,18,25,18,23,18,22,24,24,21,20,18,32,25,26,29,23,29,26,22,32,21,28,16,21,24,29,32,26,23,16,25,19,19,27,18,17,28,22,25,19,16,19,18,28,22,27,15,30
2023-09-23,27,25,18,27,28,29,36,19,27,16,28,22,18,25,29,26,31,18,22,19,23,19,29,27,27,26,35,30,20,15,28,22,27,23,29,19,21,24,17,20,30,27,23,23,18,26,18,22,18,23,23,29,17,26,23,34,27,20,17,23,28,31,25,23,25,17,27,25,24,28,18,15,29,23,20,19,22,37,28,20,24
2023-09-24,35,25,27,35,25,26,55,18,31,23,30,20,29,26,16,15,23,20,23,26,28,16,24,24,26,24,28,14,29,20,21,26,32,21,21,20,22,19,18,19,20,22,26,29,17,24,26,20,21,17,19,20,23,27,29,27,29,19,20,27,29,28,17,22,18,32,27,24,24,26,25,30,21,26,30,21,14,25,27,32,29
2023-09-25,25,24,17,23,31,32,38,18,26,21,23,19,20,19,26,26,27,26,19,23,24,20,19,17,21,30,28,27,24,23,13,35,30,22,37,20,16,29,20,18,26,22,28,26,24,19,24,14,31,17,23,26,33,16,26,22,18,19,21,28,21,21,20,29,25,29,24,24,24,21,25,21,15,18,22,26,19,14,26,19,25
2023-09-26,20,31,19,24,26,23,45,17,30,21,19,24,19,26,18,23,21,23,21,23,15,15,24,34,16,26,18,18,26,24,24,18,36,37,23,21,20,25,28,23,25,27,24,10,28,24,24,20,36,23,24,28,23,23,16,29,22,27,19,20,19,16,18,23,21,32,14,19,25,36,25,15,36,21,29,16,14,17,33,27,19
2023-09-27,16,25,23,25,19,18,53,22,18,24,26,26,25,30,19,29,24,29,21,21,29,26,17,23,22,20,26,26,21,18,19,26,25,26,24,20,19,31,25,26,27,22,28,27,30,18,30,22,21,20,19,30,15,26,20,24,25,20,26,24,23,23,25,20,22,20,23,17,23,17,13,12,23,24,21,26,21,23,17,25,16
2023-09-28,23,24,25,25,29,29,44,25,13,27,34,22,15,17,21,23,18,26,17,18,17,24,31,21,25,24,27,14,15,27,21,32,21,34,20,26,19,27,26,26,24,15,27,25,31,21,23,27,31,24,23,31,21,21,19,22,21,25,19,27,26,23,22,27,26,25,19,25,16,28,20,18,24,21,17,23,23,25,41,15,33
2023-09-29,26,34,21,31,18,30,56,35,21,26,26,28,17,25,19,25,29,24,26,26,16,27,22,19,27,21,19,23,33,25,33,31,30,37,23,24,23,27,19,25,39,22,40,17,24,21,29,32,25,25,20,21,25,26,16,25,24,25,21,24,24,37,24,19,26,19,22,32,16,31,22,25,29,24,29,24,26,26,25,20,29
2023-09-30,18,25,20,21,21,20,43,24,19,21,22,17,31,31,20,26,30,15,27,20,16,30,35,21,23,33,17,24,23,21,26,25,25,24,29,16,16,20,26,14,21,32,22,16,24,20,15,18,26,18,20,23,26,34,24,24,28,29,23,19,26,21,27,23,21,17,22,23,15,23,22,21,26,14,22,27,27,28,29,26,27
2023-10-01,28,22,20,16,26,26,53,18,15,23,29,24,26,9,24,23,23,28,17,21,26,23,25,30,24,27,23,19,22,25,21,26,24,32,22,22,27,20,17,33,21,30,23,25,22,24,35,18,26,17,25,26,23,25,23,22,18,27,24,21,22,29,19,25,17,31,25,24,20,19,23,27,25,30,12,34,24,18,14,29,26
2023-10-02,23,19,27,23,23,22,51,15,33,20,22,23,19,17,18,20,20,24,17,19,14,21,21,29,21,19,17,20,17,19,24,29,22,24,21,22,16,16,21,22,24,24,38,29,29,25,22,25,16,22,14,20,27,23,21,17,26,28,22,24,20,28,20,20,19,19,18,26,27,20,17,19,24,20,18,22,26,23,18,22,31
2023-10-03,23,22,22,19,31,23,48,26,25,20,23,30,24,16,27,28,28,26,11,27,21,20,24,26,22,23,26,28,25,28,19,22,18,21,21,29,20,20,22,25,28,15,17,23,15,20,24,16,25,25,23,20,22,16,26,29,24,26,22,17,25,24,18,22,25,22,19,19,21,18,20,23,28,31,25,33,22,31,36,29,28
2023-10-04,26,22,29,17,18,20,41,17,16,26,29,24,20,17,23,21,24,30,18,14,27,26,20,24,15,17,27,24,17,18,32,19,19,22,28,20,34,26,25,24,24,27,27,17,32,25,24,18,30,19,20,22,21,26,16,14,20,30,21,29,22,15,22,21,28,22,22,24,20,21,13,20,26,19,30,21,22,32,23,26,23
2023-10-05,21,17,31,25,27,25,48,14,21,24,18,21,37,22,17,26,21,30,22,31,21,32,20,16,18,18,15,18,16,27,23,22,18,19,29,23,15,18,17,20,16,21,22,26,20,24,27,28,28,26,33,23,25,16,20,28,20,30,27,21,27,25,21,24,16,19,23,33,21,21,16,21,27,27,27,28,19,20,27,18,26
